hindi,complaint,category
"हरियाणा के जींद में एक दलित नाबालिग के साथ आरोपियों ने ऐसी हैवानियत
दिखाई जिसके बाद लोग इस मामले की तुलना दिल्ली के निर्भया कांड से करने लगे.
पुलिस के अनुसार आरोपियों ने 15 साल की लड़की को पहले अगवा किया और बाद में
उसके साथ रेप करने के बाद उसकी हत्या कर दी गई.","In Haryana's Jind, a Dalit minor was brutally assaulted by the accused.
After which people started comparing this matter with the Nirbhaya incident of Delhi.
According to the police, the accused first abducted the 15-year-old girl and later
After raping her, she was murdered.",
गुरुग्राम में सड़क दुर्घटना में 6 वर्षीय लड़की की मौत । पिता को गंभीर चोट आई। आज गुरमीत सिंह वासी सैक्टर 22 गुरुग्राम अपने बच्चों को रोटरी पब्लिक स्कूल में छोड़ने के लिए स्कूटी पर जा रहा था। जिसकी सैक्टर 22 मार्किट के सामने एक सेलेरियो गाड़ी से टक्कर मार दी। जिसमें 6 वर्षीय लड़की की मौका पर ही मौत हो गई तथा पिता गुरमीत सिंह को गंभीर चोट आई हैं। जिनको ईलाज के लिए अस्मताल ले जाया गया है।,6-year-old girl killed in road accident in Gurugram. Father got serious injury. Today Gurmeet Singh resident of Sector 22 Gurugram was going on scooty to drop his children at Rotary Public School. Whose Sector 22 in front of the market collided with a Celerio vehicle. In which a 6-year-old girl died on the spot and father Gurmeet Singh got serious injuries. Those who have been taken to the hospital for treatment.,
"एक बार फिर बाइक सवार दो बदमाश मोबाइल पर बात करते हुए जा रही युवती से
मोबाइल छीनकर भाग गए। इस घटना में युवती गंभीर रूप से घायल हो गई है। क्राइम
ब्रांच ने कार्रवाई करते हुए दोनों आरोपियों को गिरफ्तार कर लिया है।","Once again two bike riding miscreants talking on mobile with the girl going
Snatched the mobile and ran away. The girl has been seriously injured in this incident. crime
Taking action, the branch arrested both the accused.",
फरीदाबाद में बदमाशों ने दो लोगों को गोली मारकर कैशवैन लूट ली है।,"In Faridabad, miscreants shot two people and looted a cash van.",
फाजिल्का उपमंडल के गांव चुवाड़ियांवाली के निकट एक अज्ञात वाहन ने स्कूटी सवार को टक्कर मार दी। इस दौरान स्कूटी पर सवार फाजिल्का निवासी व्यक्ति की मौत हो गई जबकि उसकी भांजी गंभीर घायल हो गई।,"An unknown vehicle hit a scooty rider near village Chuwadianwali in Fazilka sub-division. During this, a resident of Fazilka, riding on a scooty, died while his niece was seriously injured.",
रोहतक जिले में मोटरसाइकिल पर सवार होकर ससुराल जा रहे दो बच्चों के पिता को ट्रैक्टर ने टक्कर मार दी। उसके बाद उसे उपचार के लिए रोहतक पीजीआई में लाया गया। जहां रास्ते में उसने दम तोड़ दिया। वहीं मामले की शिकायत पुलिस को दी।,"In Rohtak district, a father of two children who was going to his in-laws house riding a motorcycle was hit by a tractor. He was then brought to Rohtak PGI for treatment. Where he died on the way. At the same time, the complaint of the matter was given to the police.",
"हरियाणा के जींद जिले के धदौला में एक दलित महिला के साथ बंदूक की नोक पर
गैंगरेप करने और एमएमएस बनाने का मामला सामने आया है, जिसके लिए तीन में से
दो आरोपियों को गिरफ्तार कर लिया गया है।","At gunpoint with a Dalit woman in Dhadola, Jind district of Haryana
The case of gangrape and making MMS has come to light, for which out of three
Two accused have been arrested.",
" सुबह एक कार्यालय में लूटपाट के दौरान अज्ञात चोरों ने गुडगांव, हरियाणा के एक ऑफिस से अदालती धारा के तहत लाखों की मूल्यवान सामग्री चुराई । लूटपाट की घटना ऑफिस के आधिकारिक छुट्टी के दिन घटी, जब ऑफिस में केवल कुछ कर्मचारी मौजूद थे। चोरों ने ऑफिस के प्रमुख द्वार का तोड़कर और सुरक्षा सिस्टम को निष्क्रिय करके अनदेखा चुराहट की। चोरों ने ऑफिस के अंदर दाखिल होते ही स्थानीय चर्चा के दौरान सुरक्षा कर्मियों को बंधक बना लिया। वे अपने चेहरों को मास्क द्वारा छिपाए हुए और हथियारों की मदद से कार्रवाई शुरू की। चोरों ने कार्यालय में मौजूद महंगी तकनीकी सामग्री, कंप्यूटर, लैपटॉप, वित्तीय दस्तावेज़ और अन्य महत्वपूर्ण सामग्री को अपने कब्जे में लिया। इसके अलावा, चोरों ने ऑफिस में मौजूद नकदी भी चुरा ली।","Unidentified thieves stole valuables worth lakhs from an office in Gurgaon, Haryana during a robbery in an office in the morning under court section. The robbery took place on an official holiday in the office, when only a few employees were present in the office. Thieves sneaked in unnoticed by breaking open the main door of the office and deactivating the security system. As soon as the thieves entered inside the office, the security personnel were taken hostage during the local discussion. They began the action with their faces hidden by masks and with the help of weapons. The thieves made away with expensive technical equipment, computers, laptops, financial documents and other important material kept in the office. Apart from this, the thieves also stole the cash kept in the office.",
"यमुनानगर जिले में प्लाईवुड कारोबारी को उन्हीं के नौकर द्वारा घर में बंधक बनाकर
अपने साथियों के साथ लाखों की लूट करने का मामला","Plywood businessman held hostage in his house by his own servant in Yamunanagar district
The case of looting lakhs with his accomplices",
पंचकुला में जहां शादी की पूर्व संध्या पर दुल्हन के पड़ोसी ने उसके पिता की कथित तौर पर हत्या कर दीपड़ोसी जिसनु ने 27 जून को 61 वर्षीय राजू की कथित तौर पर हत्या कर दी. पीड़ित के रिश्ते के भाई ने संवाददाताओं को बताया कि शादी की पूर्व संध्या पर रस्में खत्म होने के बाद आरोपी ने अपने भाई जिजिन और दो दोस्तों श्याम और मनु के साथ दुल्हन के परिवार पर हमला कर दिया. शादी शिवगीरी में सुबह 11 बजकर 10 मिनट पर होनी थी. आरोपी का परिवार दो वर्ष पूर्व पीड़ित की बेटी के लिए विवाह का प्रस्ताव लेकर आया था जिसे पीड़ित ने नकार दिया था. आरोपी का परिवार दो वर्ष पूर्व पीड़ित की बेटी के लिए विवाह का प्रस्ताव लेकर आया था जिसे पीड़ित ने नकार दिया था.,"In Panchkula, where the bride's neighbor allegedly killed her father on the eve of the wedding, 61-year-old Raju was allegedly killed by Deepadosi Jisanu on June 27. The victim's brother-in-law told reporters that after the rituals were over on the eve of the wedding, the accused along with his brother Jijin and two friends Shyam and Manu attacked the bride's family. The marriage was to take place in Shivgiri at 11.10 am. The family of the accused had come two years ago with a marriage proposal for the victim's daughter, which the victim had rejected. The family of the accused had come two years ago with a marriage proposal for the victim's daughter, which the victim had rejected.",
"दसूहा थाने में तैनात ए.एस.आई. जसवीर सिंह की आज सड़क हादसे में मौत हो गई। आज सुबह जब वह ड्यूटी से दसूहा थाने की ओर लौट रहा था तो किसी अज्ञात वाहन ने उसे टक्कर मार दी, जिससे उसकी मौत हो गई।","ASI posted in Dasuha police station. Jasveer Singh died in a road accident today. This morning when he was returning from duty towards Dasuha police station, an unknown vehicle hit him, resulting in his death.",
गांव भैणी खुर्द (करनाल) में गांव वालों ने पानी की छबील लगा रखी थी। अचानक एक ट्रैक्टर ने एक बच्चे उम्र 9 साल को टक्कर मार दी। जिसमें आख उम्र 9 साल ट्रैक्टर के नीचे आ गया व ओमप्रकाश वासी भैणी खुर्द की टांग टूट गई। जिनको पार्क अस्पताल करनाल में एडमिट कराया गया। जहां पर डाक्टरों द्वारा आख को मृत घोषित कर दिया गया व घायल ओमप्रकाश का डाक्टरों द्वारा उपचार किया जा रहा है।,"In village Bhaini Khurd (Karnal), the villagers had put up a water bottle. Suddenly a tractor hit a child aged 9 years. In which the eye at the age of 9 years came under the tractor and Omprakash resident Bhaini Khurd's leg was broken. Those who were admitted to Park Hospital Karnal. Where the eye was declared dead by the doctors and the injured Omprakash is being treated by the doctors.",
घटना सोमवार को हुई जब छह वर्षीय लड़की अपने घर के पास एक पार्क में अपने दो साल छोटे भाई के साथ खेल रही थी. आरोपी ने उसका पार्क से अपहरण कर लिया और रेप के बाद में उसकी हत्या कर दी.,The incident took place on Monday when the six-year-old girl was playing with her two-year-old brother in a park near their house. The accused abducted her from the park and murdered her after rape.,
"पीड़िता कल दोपहर बाजार से सब्जी खरीद कर अपने घर लौटी। वह जैसे ही अपने
घर के अंदर घुसीं हथियारबंद दो बदमाश उनके पीछे-पीछे घर में घुस गए। बदमाशों ने
लूट का विरोध करने पर उनकी कनपटी पर पिस्तौल लगा दी। बदमाश महिला के गले
से सोने की चेन तोड़कर भाग गए।","The victim returned home yesterday afternoon after buying vegetables from the market. as soon as he
Two armed miscreants entered the house following them. the miscreants
On opposing the robbery, a pistol was put on his temple. badass woman hugs
Broke the gold chain and ran away.",
हरियाणा में पंचकुला में पांच साल की बच्ची से बलात्कार कर उसकी हत्या कर दी,"Five-year-old girl raped and murdered in Panchkula, Haryana",
अंतर्गत आने वाले एक गांव में युवती को बंधक बनाकर गैंगरेप किया.,Gang-raped a girl by taking her hostage in a village under it.,
"सोमवार को मोटरसाइकिल पर सवार होकर आए दो बदमाशों ने देशी कट्टा दिखाकर एक निजी कंपनी के कर्मचारियों से 1.20 करोड़ रुपये लूट लिए और फरार हो गए. हालांकि, पुलिस ने त्वरित कार्रवाई करते हुए लूट के पांच घंटे के भीतर ही एक आरोपी को गिरफ्तार करके उसके पास से लूटे गये 1.20 करोड़ रुपये भी बरामद कर लिए हैं.","On Monday, two miscreants who came riding a motorcycle looted Rs 1.20 crore from the employees of a private company by showing them country-made kattas and fled. However, taking prompt action, the police arrested one of the accused within five hours of the robbery and recovered Rs 1.20 crore looted from him.",
"मृतक इरफान गत दिनों आरोपियों के परिवार की एक महिला को भगा ले गया था,
उसी के चलते दोनों परिवारों में पुरानी रंजिश चल रही थी और आरोपियों ने आज मौका
देख कर इरफान की बेरहमी से हत्या कर दी.","The deceased Irfan had abducted a woman from the family of the accused.
Due to that old enmity was going on in both the families and the accused took the opportunity today.
Irfan was brutally murdered after seeing this.",
भिवानी जिले के लोहारू हल्के में एक बहुत ही दर्दनाक हादसा हुआ. हादसे में तीन बच्चों की तालाब में डूबने से मौत हो गई है. तीनों की उम्र 8-10 साल के बीच थी. यह घटना अमृत सरोवर योजना के तहत बनाए जा रहे तालाब में हुई. सूचना पर मौके पर पहुंची पुलिस ने तीनों शवों को पोस्टमार्टम के लिए भेज दिया है.,"A very painful accident took place in Loharu Halke of Bhiwani district. In the accident, three children have died due to drowning in the pond. The age of all three was between 8-10 years. This incident took place in the pond being constructed under the Amrit Sarovar scheme. On information, the police reached the spot and sent all the three bodies for postmortem.",
"छोटी बाजार एरिया में संदीप यादव कार्बाइन लेकर एक ज्‍वेलरी शॉप पर पहुंचा था.
जब शॉप के मालिक ने सोने के जेवरात सौंपने से इनकार कर दिया था तो इसने, उन पर
गोली चला दी","Sandeep Yadav had reached a jewelery shop in Chhoti Bazar area with a carbine.
When the shop owner refused to hand over the gold ornaments, he
fired a shot",
"हरियाणा के पलवल में सेना में लेफ्टिनेंट रहे एक शख्स ने महज 2 घन्टे के अंदर
अलग-अलग जगहों पर 6 लोगों की हत्या कर दी. गिरफ्तार हुए इस साइको किलर की
हालत भी गंभीर है. दरअसल, मंगलवार रात करीब 2 बजे जब शख्स अपने हाथ में ये
लोहे की रॉड लेकर निकला तो उसे रास्ते में जो दिखा उसका कत्ल करता गया.","In Palwal, Haryana, a person who was a lieutenant in the army, within just 2 hours
6 people were killed at different places. Arrested this psycho killer
The condition is also serious. Actually, at around 2 o'clock on Tuesday night when the person
When he came out with an iron rod, he kept killing whoever he saw on the way.",
पीजीआई इलाके साउथ सिटी में शुक्रवार देर रात लोको के रिटायर्ड सेक्शन इंजीनियर रमाकांत लाल के घर में 6 से ज्यादा नकाबपोश डकैतों ने धावा बोल दिया। असलहों और चाकू के दम पर रमाकांत और उनकी पत्नी इंदू श्रीवास्तव को बंधक बना लिया।,More than 6 masked dacoits raided the house of retired section engineer Ramakant Lal of Loco late Friday night in PGI area South City. Ramakant and his wife Indu Srivastava were taken hostage on the basis of weapons and knives.,
"गुरुवार को बल्लभगढ़ के पास एक लोकल ट्रेन में चार मुस्लिम लड़कों की पिटाई
और एक लड़के की हत्या.","Four Muslim boys were thrashed in a local train near Ballabhgarh on Thursday
and murder of a boy.",
"हरियाणा पुलिस पश्चिम बंगाल की एक महिला से दो लोगों द्वारा दुष्कर्म किए जाने के आरोपों की जांच कर रही है जो उसे टीकरी बॉर्डर पर किसानों के प्रदर्शन स्थल पर ले गए थे. कोविड-19 के लक्षण सामने आने के बाद अस्पताल में महिला की मौत हो गई। थी. महिला के पिता ने आरोप लगाया कि उनकी बेटी से तब दुष्कर्म किया गया, जब वह किसानों का समर्थन करने के लिए एक संगठन के कुछ सदस्यों के साथ टीकरी बॉर्डर गई थी.",The Haryana Police is probing the allegations of rape of a woman from West Bengal by two men who took her to the farmers' protest site at Tikri border. The woman died in the hospital after showing symptoms of COVID-19. Was. The woman's father alleged that his daughter was raped when she had gone to the Tikri border with some members of an organization to support the farmers.,
"हरियाणा के बहादुरगढ़ में 5 साल की मासूम बच्ची को एक युवक ने अपनी हवस का
शिकार बनाने की कोशिश की और जब बच्ची ने शोर मचाया तो उसका गला घोंट कर
उसे मौत के घाट उतार डाला. आरोपी बाद में मासूम बच्ची का शव झाड़ियों में फें क कर
फरार हो गया. मासूम बच्ची का शव शाम के समय सांखोल गांव की पंचायती जमीन
पर झाड़ियों में मिला.","In Haryana's Bahadurgarh, a 5-year-old innocent girl was sexually assaulted by a young man.
Tried to make a victim and when the girl made a noise, she was strangled
put him to death. The accused later threw the dead body of the innocent girl in the bushes.
Absconded. The dead body of an innocent girl was found in the Panchayati land of Sankhol village in the evening.
But found in the bushes.",
हरियाणा के रोहतक में जींद व हिसार रोड को लिंक करने वाले बाईपास पर कार की टक्कर से मंगलवार देर रात बाइक सवार दो युवकों की मौत हो गई।,"In Haryana's Rohtak, two bike-riding youths died late on Tuesday night after a car collided on the bypass linking Jind and Hisar Road.",
"हरियाणा के करनाल में लूट के इरादे से घर में हथियारबंद बदमाश घुस
गए। वहीं जान बचाने को दंपती ने पहली मंजिल से छलांग लगा दी। दंपती
की बेटी ने बदमाशों को पकड़ने का प्रयास किया तो उसे चाकू मारकर भाग
निकले। बदमाश सीसीटीवी कैमरे में कैद हुए हैं।","Armed miscreants entered the house with the intention of looting in Karnal, Haryana
Went. While there, the couple jumped from the first floor to save their lives. couple
When the daughter tried to catch the miscreants, she was stabbed and ran away.
Get out The miscreants have been caught on CCTV cameras.",
हरियाणा के रेवाड़ी शहर में ज्वैलर्स शोरूम में हुई लूट की वारदात,Robbery in jewelers showroom in Haryana's Rewari city,
जींद में एक नाबालिग लड़की का अपहरण कर दुष्कर्म किया.एक महिला ने 16 अक्टूबर को पुलिस से शिकायत की थी कि 12 अक्टूबर रात को अकालगढ़ गांव का टिंकू उसकी 13 वर्षीय बेटी का घर से अपहरण कर एक खाली खेत में बने एक कमरे में गया था और वहां पर उसने उसके साथ दुष्कर्म किया था.,"A minor girl was abducted and raped in Jind. On October 16, a woman had complained to the police that on the night of October 12, Tinku of Akalgarh village abducted her 13-year-old daughter from her house and went to a room in an empty field and raped her there.",
"रेवाड़ी में बदमाशों ने एक महिला की चाकू से गोदकर हत्या कर फरार हो गए.
दरअसल, बदमाश महिला के साथ लूट कर रहे थे, जब महिला ने इसका विरोध किया
तो बदमाशों ने चाकू से गोद दिया. घटना के दौरा महिला अकेली थी. महिला की
पहचान 65 वर्षीय दर्पण देवी के रूप में हुई है.","In Rewari, miscreants escaped after killing a woman with a knife.
Actually, the miscreants were robbing the woman, when the woman opposed it.
So the miscreants adopted him with a knife. The woman was alone during the incident. woman's
Identified as 65-year-old Darpan Devi.",
"बच्ची की मां से मिली शिकायत के आधार पर पुलिस ने बताया कि एक अप्रैल को घर के सभी लोग बाहर गए हुए थे और दादा पोती घर में थे. उन्होंने बताया कि इसी दौरान दादा ने बच्ची के साथ बलात्कार किया और इस बारे में किसी को भी बताने पर जान से मारने की धमकी दी. हालांकि, मां के घर लौटने पर बच्ची ने उन्हें सारी बातें बताईं, जिसके बाद पुलिस को तहरीर दी गई. महिला थाने की जांच अधिकारी प्रेम कुमारी ने बताया कि आरोपी दादा के खिलाफ मामला दर्ज कर आगे की कार्रवाई कर रही है.","On the basis of the complaint received from the girl's mother, the police told that on April 1, all the people of the house had gone out and grandfather and granddaughter were in the house. He told that during this time the grandfather raped the girl and threatened to kill her if she told anyone about it. However, on returning to the mother's house, the girl told her everything, after which a complaint was given to the police. Prem Kumari, the investigating officer of the women's police station, said that the accused is taking further action by registering a case against Dada.",
पंचकुला में सीएडी सर्किल पर कबाड़ी की दुकान लगाने वाले फिरोज बैंडा को उसके तीन साथियों ने मिलकर मौत के घाट उतार दिया. तीन बदमाशों ने गोली मारकर फिरोज की हत्या कर दी.,"In Panchkula, Firoz Banda, who used to set up a scrap shop at CAD Circle, was killed by his three companions. Firoz was shot dead by three miscreants.",
"एक कंपनी के डिलीवरी एजेंट पटेल साजन कुमार और उनके सहयोगी जिगर पटेल
एक व्यापारिक सहयोगी को 50 लाख रुपये पहुंचाने के लिए गुरुग्राम जा रहे थे, तभी
उनके साथ लूट की ये वारदात हुई.","Patel Sajan Kumar, the delivery agent of a company, and his colleague Jigar Patel
He was on his way to Gurugram to deliver Rs 50 lakh to a business associate, when
This incident of robbery happened with him.",
पंचकुला में जड़ी-बूटी बेचने के नाम पर लूट और डकैती करने वाले गिरोह,Gangs doing robbery and dacoity in the name of selling herbs in Panchkula,
"13 साल की बच्ची के साथ चार महीने तक रेप होता रहा। उसके स्कूल के बाहर 62
साल का एक दुकानदार ये काम करता रहा। बच्ची किसी तरह इस ख़ौफ़नाक यातना के
बारे में बता पाई।","The 13-year-old girl was raped for four months. outside her school 62
A shopkeeper of the year kept doing this work. baby girl somehow escape from this dreadful torture
Could tell about",
हिसार स्थित अग्रोहा में बेसहारा पशु से बाइक टकराने से 20 वर्षीय युवक गंभीर घायल हो गया। उसे अग्रोहा मेडिकल कॉलेज पहुंचाया गया। जहां डॉक्टरों ने उसे मृत घोषित कर दिया। सूचना मिलने के बाद पुलिस मौके पर पहुंची और शव को कब्जे में लेकर पोस्टमार्टम के लिए भेज दिया है।,"A 20-year-old youth was seriously injured after a bike collided with a destitute animal in Agroha, Hisar. He was taken to Agroha Medical College. Where the doctors declared him dead. After getting the information, the police reached the spot and took the body into custody and sent it for postmortem.",
करनाल इन्द्री रोड पर एक बार फिर तेज रफ्तार का कहर देखने को मिला। यहां कार चालक ने दो व्यक्तियों को टक्कर मार दी जिससे दोनों की मौके पर ही मौत हो गई। टक्कर इतनी जोरदार थी कि दोनों गाड़ियां बुरी तरह क्षतिग्रस्त हो गई।,"Once again the havoc of high speed was seen on Karnal Indri Road. Here the car driver hit two persons, due to which both of them died on the spot. The collision was so strong that both the vehicles were badly damaged.",
"गांव सोलपुर (नुड) के पास कावड़िये को कैन्टर ने टक्कर मारी। गुस्साएं कावड़ियों ने दिल्ली- अलवर मार्ग पर जाम लगाया आज कायडिया दोजीराम पुत्र गंगाराम जाति सैनी यासी चौमा, जिला अलवर (राजस्थान) कावड़ लेकर अगोन चौक गांव सोलपुर के पास पहुंचा तो एक कैन्टर ने उसे टक्कर मार दी। जिसे घायल अवस्था में अस्पताल में दाखिल करवाया गया है। केन्टर चालक मौका से फरार हो गया।","Kavadiye was hit by a canter near village Solpur (Nud). Angry Kavadis blocked the Delhi-Alwar road Today, when Kaidiya Dojiram's son Gangaram caste Saini Yasi Chauma, District Alwar (Rajasthan) reached near Agon Chowk village Solpur with a Kavad, a canter hit him. Who has been admitted to the hospital in an injured condition. The canter driver fled from the spot.",
गांव सांपली निवासी कुलदीप और रालियावास निवासी दीपक दोनों आपस में दोस्त थे। दोनों किसी फंक्शन में जाने के लिए गांव सांपली से बाइक पर सवार होकर साल्हावास जा रहे थे। इसी दौरान बीच रास्ते में तेज रफ्तार ऑल्टो गाड़ी ने पीछे से उनकी बाइक को टक्कर मार दी।,"Kuldeep, a resident of village Sampli, and Deepak, a resident of Raliyawas, were friends. Both were going to Salhawas by riding a bike from village Sampli to go to some function. Meanwhile, in the middle of the way, a high speed Alto vehicle hit his bike from behind.",
"हरियाणा के गुरुग्राम जिले में एक महिला से गैंगरेप करने का मामला सामने आया
है. गैंगरेप करने के बाद आरोपियों ने पीड़िता के पेट पर चाकू से हमला कर उसे घायल
कर दिया.","A case of gang rape of a woman came to light in Gurugram district of Haryana.
Is. After gang rape, the accused attacked the victim's stomach with a knife and injured her.
done.",
"दीवार फांदकर तमंचे की नोक पर वहां पर काम करने वाले कर्मचारी के हाथ-पैर
बांधकर घोड़ी लेकर फरार हो गया था.","The hands and feet of the employee working there at gunpoint by hanging over the wall
He tied up and ran away with the mare.",
हरियाणा के जींद में छात्रा का अपहरण कर उसके साथ सामूहिक बलात्कार करने तथा जातिसूचक गालियां देने के जुर्म में दो दोषियों को किया गिरफ्तार.,"In Haryana's Jind, two accused were arrested for abducting a girl student, gangraping her and hurling casteist slurs.",
भिवानी से कलानौर (रोहतक) की तरफ आते समय गांव खरेडी मोड़ के पास एक होंडा इमेज अनियंत्रित होकर पेड़ से टकरा गई। जिससे कार में सवार दो व्यक्तियों की मृत्यु हो गई तथा 3 व्यक्ति घायल हो गए।,"While coming from Bhiwani towards Kalanaur (Rohtak), a Honda Image lost control and crashed into a tree near village Kharedi Mor. Due to which two people in the car died and 3 people were injured.",
"हरियाणा के सोनीपत के गांव उमेदगढ़ में चोरों ने एक घर से 4.50 लाख
रुपए उड़ा लिए। महिला अपने भाई के घर से मकान बनाने के लिए ये रुपए
लेकर आई थी। बाइक पर आए अज्ञात युवकों पर चोरी का शक जताया गया
है। थाना राई पुलिस ने केस दर्ज कर छानबीन शुरू कर दी है।","Thieves looted 4.50 lakh from a house in Umedgarh village of Sonipat, Haryana
Spent the money This money for the woman to build a house from her brother's house
Had brought Suspicion of theft was raised on unknown youths who came on bike
Is. Rai police station has registered a case and started investigation.",
"हरियाणा पुलिस ने गुड़गांव में 19 वर्षीय लड़की के साथ बलात्कार करने के आरोप
में एक तांत्रिक को गिरफ्तार किया है जो एक पंचायत समिति का पूर्व अध्यक्ष भी है।
पुलिस विभाग के एक प्रवक्ता ने बुधवार को इस बाबत जानकारी दी।","Haryana Police alleges rape of 19-year-old girl in Gurgaon
I have arrested a tantrik who is also a former president of a panchayat samiti.
A spokesperson of the police department gave information in this regard on Wednesday.",
"रवेाड़ी शहर में म‍िष्‍ठा न कारोबारी के घर एक करोड़ रुपये की डकैती कॉलेज में पढ़ने
वाले छात्रों ने ही कारोबारी के घर डकैती की इस वारदात को अंजाम दिया थापुल‍िस ने
इस मामले में 5 में से 4 आरोपियों को माल के साथ धरदबोचा है और एक अन्‍य फरार
आरोपी की तलाश जारी है. कुल 5 आरोप‍ियों में से 3 छात्रों ने दो अन्‍य साथ‍ियों को
म‍िलाकर वारदात को अंजाम द‍िया था. आरोपियों ने यूट्यूब पर वीडियो देखकर वारदात
को अंजाम दिया था.","Robbery of one crore rupees in the house of sweet merchant in Rewadi city to study in college
The police had carried out this incident of robbery at the businessman's house.
In this case, 4 out of 5 accused have been arrested with the goods and another is absconding.
The search for the accused is on. Out of the total 5 accused, 3 students killed two other colleagues.
Together, the incident was executed. The accused committed the crime after watching the video on YouTube
was executed.",
रोहतक के महम में सड़क हादसे में तीन श्रद्धालुओं की मौत हो गई और 24 लोग इस हादसे में घायल हो गए. यह हादसा रात करीब 3 बजे हिसार - दिल्ली हाईवे पर हुआ है. उत्तर प्रदेश के मेरठ के मोदीनगर से बगड़ धाम राजस्थान जा रहे श्रद्धालुओं की पिकअप गाड़ी को कैंटेनर ने टक्कर मारी दी,"Three pilgrims were killed and 24 people were injured in a road accident in Rohtak's Meham. This accident happened at around 3 pm on the Hisar-Delhi highway. A container collided with the pick-up vehicle of devotees going from Modinagar in Meerut, Uttar Pradesh to Bagad Dham, Rajasthan.",
"अभियोजिका का बेटा होने के नाते दोषी को “उसकी सुरक्षा करनी चाहिए थी"", लेकिन वह उसका उत्पीड़क बन गया और “एक जानवर की तरह व्यवहार किया” और मां के साथ बलात्कार करने के बाद उसको आत्महत्या के लिए उकसाया","The convict being the son of the prosecutrix ""should have protected her"", but he became her harasser and ""behaved like an animal"" and after raping the mother drove her to commit suicide",
" केजीपी एक्सप्रैस-वे नजदीक मौजपुर टोल प्लाजा फरीदाबाद पर कावडियों के खड़े कैंटर को दूसरे कैंटर ने टक्कर मारी। एक कांवडिये की मौत व 5 घायल। कांवडिया शैलेन्द्र वासी ईंडरी ( नुह ) की मौका पर ही मौत हो गई। घायलों को मानवता अस्पताल बल्लबगढ़ मेंदाखिल करवाया गया है। कैंटर चालक कैंटर लेकर फरार हो गया। इस सम्बंध में मु.न. 191 दिनांक 11.07. 2023 धारा 279, 337, 304ए भा.द.स. थाना छायंसा में दर्ज किया गया।","Another canter hit the standing canter of Kavadis at Maujpur toll plaza near KGP Expressway, Faridabad. One Kanwariya died and 5 were injured. Endari (Nuh), a resident of Kanwadiya Shailendra, died on the spot. The injured have been admitted to Humanity Hospital Ballabgarh. The canter driver fled with the canter. In this regard, Mr. 191 dated 11.07. 2023 Section 279, 337, 304A IPC Registered in Thana Chayansa.",
लड़की ने बताया कि वह पिछले साल आरोपी राजेश के संपर्क में तब आई जब वह फरीदाबाद में रह रहा था. आरोपी एक निजी कंपनी में काम करता था और गांव सिही में किराए के मकान में रहता था. आरोपी ने उसके साथ कई बार दुष्कर्म किया और उसका वीडियो बना लिया. लड़की को बाद में पता चला कि आरोपी शादीशुदा है और उसकी पत्नी बिहार में रहती है. इसके बाद राजेश ने लड़की को धमकाना शुरू कर दिया. उसने सोशल मीडिया पर उसका विडियो शेयर न करने की ऐवज में पैसे वसूलना शुरू कर दिया. उसने लड़की को अपमानित करने के लिए उसकी अश्लील तस्वीरें उसके भाई और मामा को भेजीं. इसकी वजह से लड़की और उसका परिवार महीनों से तनाव और शर्मिंदगी के दौर से गुजर रहा था.,"The girl told that she came in contact with the accused Rajesh last year when he was living in Faridabad. The accused worked in a private company and lived in a rented house in village Sihi. The accused raped her several times and made a video of her. The girl later came to know that the accused is married and his wife lives in Bihar. After this Rajesh started threatening the girl. He started charging money for not sharing his video on social media. To humiliate the girl, he sent her obscene pictures to her brother and maternal uncle. Because of this, the girl and her family were going through a period of stress and embarrassment for months.",
